order_item_id,order_id,product_id,quantity,unit_price
468,170,5,1,466.96
469,170,20,3,342.62
470,170,30,5,62.09
471,170,39,5,340.27
472,171,28,2,432.85
473,171,22,4,488.22
474,171,23,2,93.78
475,172,26,1,178.08
476,172,15,2,278.08
477,173,14,1,386.7
478,173,38,5,279.43
479,174,8,3,466.22
480,174,46,1,404.25
481,175,41,3,109.04
482,175,50,5,446.87
483,175,40,1,206.01
484,175,39,1,340.27
485,176,42,1,235.17
486,177,45,1,410.12
487,178,29,4,341.36
488,178,8,5,466.22
489,178,17,4,418.12
490,178,45,2,410.12
491,179,45,1,410.12
492,179,20,4,342.62
493,180,43,5,397.9
494,181,40,5,206.01
495,181,45,2,410.12
496,181,27,1,331.72
497,182,47,5,126.2
498,182,8,3,466.22
499,182,8,1,466.22
500,182,32,2,365.63
501,182,39,2,340.27
502,183,34,2,26.97
503,183,23,4,93.78
504,183,19,2,450.0
505,184,36,4,333.38
506,185,45,4,410.12
507,185,22,2,488.22
508,186,1,1,200.91
509,187,37,4,335.11
510,188,6,5,146.07
511,188,5,1,466.96
512,189,42,2,235.17
513,189,30,3,62.09
514,189,17,4,418.12
515,190,7,2,307.78
516,191,19,3,450.0
517,192,28,1,432.85
518,192,7,1,307.78
519,192,1,2,200.91
520,193,22,3,488.22
521,193,29,5,341.36
522,194,47,1,126.2
523,194,24,3,137.07
524,194,12,1,129.31
525,195,26,4,178.08
526,195,18,4,217.74
527,195,45,4,410.12
528,195,27,2,331.72
529,196,9,1,62.14
530,197,7,4,307.78
531,197,38,4,279.43
532,198,44,4,260.15
533,198,12,5,129.31
534,198,25,3,430.0
535,198,40,1,206.01
536,198,44,2,260.15
537,199,32,1,365.63
538,199,27,4,331.72
539,199,3,1,312.47
540,199,17,3,418.12
541,200,46,5,404.25
542,201,47,5,126.2
543,201,15,3,278.08
544,201,34,5,26.97
545,201,45,5,410.12
546,201,7,4,307.78
547,202,31,3,23.94
548,202,43,4,397.9
549,203,36,5,333.38
550,203,4,1,271.13
551,204,33,4,195.67
552,204,32,2,365.63
553,205,49,4,249.72
554,206,16,3,60.38
555,206,18,1,217.74
556,206,33,2,195.67
557,207,42,4,235.17
558,207,26,2,178.08
559,207,6,4,146.07
560,207,29,5,341.36
561,207,29,1,341.36
562,208,29,3,341.36
563,208,8,4,466.22
564,208,48,1,230.43
565,208,7,4,307.78
566,209,3,5,312.47
567,209,36,1,333.38
568,209,6,5,146.07
569,209,40,3,206.01
570,210,36,2,333.38
571,210,42,4,235.17
572,210,22,3,488.22
573,210,4,2,271.13
574,210,30,3,62.09
575,211,50,5,446.87
576,211,39,4,340.27
577,211,46,3,404.25
578,211,46,4,404.25
579,211,8,1,466.22
580,212,1,3,200.91
581,212,23,3,93.78
582,213,34,3,26.97
583,213,45,1,410.12
584,213,3,2,312.47
585,213,32,2,365.63
586,213,46,4,404.25
587,214,17,5,418.12
588,215,13,1,415.53
589,215,26,2,178.08
590,216,13,3,415.53
591,216,7,4,307.78
592,216,3,5,312.47
593,216,8,4,466.22
594,217,43,5,397.9
595,217,33,2,195.67
596,217,32,1,365.63
597,217,34,1,26.97
598,218,28,5,432.85
599,218,31,5,23.94
600,218,50,2,446.87
601,218,45,5,410.12
602,218,12,2,129.31
603,219,25,5,430.0
604,220,21,5,487.05
605,220,25,4,430.0
606,220,39,2,340.27
607,220,18,4,217.74
608,220,22,3,488.22
609,221,9,2,62.14
610,221,27,5,331.72
611,221,45,5,410.12
612,221,20,5,342.62
613,222,46,5,404.25
614,222,41,2,109.04
615,222,13,2,415.53
616,223,46,3,404.25
617,223,44,3,260.15
618,223,44,2,260.15
619,223,46,2,404.25
620,223,33,5,195.67
621,224,46,1,404.25
622,224,49,3,249.72
623,224,36,4,333.38
624,225,37,4,335.11
625,225,44,5,260.15
626,225,19,4,450.0
627,225,1,5,200.91
628,225,7,1,307.78
629,226,10,1,139.81
630,226,43,1,397.9
631,226,13,3,415.53
632,226,49,2,249.72
633,227,44,3,260.15
634,227,10,1,139.81
635,227,45,3,410.12
636,228,49,5,249.72
637,228,3,3,312.47
638,229,7,5,307.78
639,229,44,5,260.15
640,229,15,5,278.08
641,229,25,2,430.0
642,230,45,3,410.12
643,230,45,1,410.12
644,230,25,4,430.0
645,230,27,3,331.72
646,230,36,1,333.38
647,231,48,3,230.43
648,232,40,4,206.01
649,232,15,3,278.08
650,233,35,5,185.29
651,233,13,2,415.53
652,233,19,4,450.0
653,233,12,1,129.31
654,233,12,2,129.31
655,234,8,4,466.22
656,234,3,4,312.47
657,234,18,5,217.74
658,234,17,2,418.12
659,234,11,5,105.78
660,235,1,3,200.91
661,235,30,2,62.09
662,235,3,2,312.47
663,236,39,1,340.27
664,236,50,5,446.87
665,236,43,3,397.9
666,237,37,5,335.11
667,237,23,1,93.78
668,237,46,3,404.25
669,237,34,2,26.97
670,238,34,1,26.97
671,238,33,2,195.67
672,239,35,5,185.29
673,239,26,1,178.08
674,239,23,2,93.78
675,239,14,3,386.7
676,240,24,3,137.07
677,240,14,5,386.7
678,240,34,4,26.97
679,241,49,1,249.72
680,241,8,3,466.22
681,241,29,2,341.36
682,241,42,5,235.17
683,241,40,2,206.01
684,242,44,3,260.15
685,243,8,4,466.22
686,243,17,5,418.12
687,243,47,3,126.2
688,243,2,5,464.86
689,244,33,5,195.67
690,244,29,4,341.36
691,244,3,3,312.47
692,245,21,5,487.05
693,245,6,1,146.07
694,246,50,5,446.87
695,246,35,1,185.29
696,247,14,2,386.7
697,248,7,2,307.78
698,248,35,4,185.29
699,248,42,1,235.17
700,248,48,2,230.43
701,249,30,3,62.09
702,250,6,1,146.07
703,251,12,3,129.31
704,252,5,5,466.96
705,252,15,3,278.08
706,252,27,4,331.72
707,252,29,4,341.36
708,252,28,3,432.85
709,253,25,1,430.0
710,254,1,5,200.91
711,254,5,5,466.96
712,254,3,1,312.47
713,254,23,5,93.78
714,254,7,3,307.78
715,255,39,1,340.27
716,255,19,4,450.0
717,255,25,4,430.0
718,256,31,2,23.94
719,257,15,2,278.08
720,257,48,4,230.43
721,257,35,3,185.29
722,257,41,2,109.04
723,257,20,3,342.62
724,258,36,5,333.38
725,259,8,1,466.22
726,259,1,5,200.91
727,260,26,5,178.08
728,260,36,1,333.38
729,260,20,2,342.62
730,260,48,3,230.43
731,260,14,4,386.7
732,261,10,2,139.81
733,261,12,2,129.31
734,261,40,3,206.01
735,261,13,1,415.53
736,261,12,5,129.31
737,262,49,5,249.72
738,263,42,5,235.17
739,263,5,3,466.96
740,263,43,1,397.9
741,263,17,1,418.12
742,264,47,5,126.2
743,264,32,3,365.63
744,265,9,2,62.14
745,265,7,3,307.78
746,265,40,1,206.01
747,266,21,4,487.05
748,266,29,3,341.36
749,267,43,3,397.9
750,267,45,5,410.12
751,267,10,5,139.81
752,267,37,3,335.11
753,267,21,4,487.05
754,268,1,3,200.91
755,268,16,2,60.38
756,269,18,3,217.74
757,269,9,3,62.14
758,269,31,4,23.94
759,269,29,3,341.36
760,270,32,5,365.63
761,270,7,2,307.78
762,270,42,5,235.17
763,271,18,2,217.74
764,272,13,3,415.53
765,272,47,1,126.2
766,272,47,1,126.2
767,272,2,5,464.86
768,272,41,1,109.04
769,273,38,4,279.43
770,273,50,5,446.87
771,273,14,1,386.7
772,273,36,3,333.38
773,273,35,5,185.29
774,274,42,2,235.17
775,274,24,4,137.07
776,274,15,5,278.08
777,274,47,3,126.2
778,275,30,5,62.09
779,275,33,1,195.67
780,276,24,5,137.07
781,276,1,2,200.91
782,276,40,2,206.01
783,276,49,5,249.72
784,277,29,2,341.36
785,277,12,5,129.31
786,278,43,2,397.9
787,278,48,4,230.43
788,278,23,1,93.78
789,278,15,4,278.08
790,278,15,1,278.08
791,279,24,2,137.07
792,279,3,2,312.47
793,279,34,3,26.97
794,280,31,4,23.94
795,280,3,1,312.47
796,280,42,3,235.17
797,280,7,5,307.78
798,281,48,3,230.43
799,281,38,5,279.43
800,281,37,2,335.11
801,282,42,4,235.17
802,282,24,5,137.07
803,282,42,1,235.17
804,282,34,3,26.97
805,283,15,5,278.08
806,283,26,3,178.08
807,283,23,4,93.78
808,283,31,5,23.94
809,284,33,2,195.67
810,285,11,2,105.78
811,285,5,5,466.96
812,285,42,3,235.17
813,285,14,2,386.7
814,286,11,3,105.78
815,286,39,1,340.27
816,287,27,3,331.72
817,287,47,1,126.2
818,288,44,4,260.15
819,288,31,2,23.94
820,288,38,2,279.43
821,288,42,4,235.17
822,289,16,1,60.38
823,290,37,5,335.11
824,290,11,2,105.78
825,291,3,5,312.47
826,291,10,1,139.81
827,291,11,3,105.78
828,291,12,5,129.31
829,291,26,5,178.08
830,292,41,1,109.04
831,292,47,3,126.2
832,292,6,2,146.07
833,292,29,5,341.36
834,292,31,4,23.94
835,293,15,4,278.08
836,293,39,2,340.27
837,294,50,2,446.87
838,294,40,5,206.01
839,294,17,2,418.12
840,294,47,3,126.2
841,294,30,5,62.09
842,295,5,2,466.96
843,295,25,4,430.0
844,295,9,1,62.14
845,295,2,2,464.86
846,295,34,5,26.97
847,296,10,5,139.81
848,296,7,2,307.78
849,296,31,5,23.94
850,296,39,1,340.27
851,297,33,1,195.67
852,297,6,4,146.07
853,297,43,2,397.9
854,297,39,5,340.27
855,297,1,4,200.91
856,298,27,3,331.72
857,298,3,5,312.47
858,298,28,2,432.85
859,298,31,4,23.94
860,298,23,5,93.78
861,299,7,4,307.78
862,299,9,3,62.14
863,299,31,2,23.94
864,299,6,3,146.07
865,299,39,5,340.27
866,300,17,2,418.12
867,300,1,1,200.91
868,300,37,5,335.11
869,300,8,5,466.22
870,301,25,2,430.0
871,302,27,3,331.72
872,302,7,2,307.78
873,302,28,5,432.85
874,303,17,5,418.12
875,303,28,5,432.85
876,303,24,5,137.07
877,304,44,4,260.15
878,304,49,2,249.72
879,304,27,5,331.72
880,305,31,2,23.94
881,305,24,5,137.07
882,305,36,4,333.38
883,305,17,3,418.12
884,305,37,3,335.11
885,306,48,2,230.43
886,306,43,1,397.9
887,306,48,2,230.43
888,306,29,2,341.36
889,307,14,5,386.7
890,308,22,5,488.22
891,308,40,1,206.01
892,308,11,4,105.78
893,308,41,1,109.04
894,309,10,4,139.81
895,310,28,1,432.85
896,310,5,3,466.96
897,310,15,3,278.08
898,310,6,5,146.07
899,310,3,4,312.47
900,311,40,5,206.01
901,311,19,5,450.0
902,311,4,2,271.13
903,311,41,4,109.04
904,312,1,2,200.91
905,312,43,5,397.9
906,312,19,2,450.0
907,312,3,5,312.47
908,313,34,2,26.97
909,313,40,2,206.01
910,313,44,1,260.15
911,313,24,2,137.07
912,313,42,1,235.17
913,314,6,3,146.07
914,314,50,4,446.87
915,315,43,4,397.9
916,315,26,5,178.08
917,315,13,5,415.53
918,316,48,1,230.43
919,317,36,3,333.38
920,318,38,3,279.43
921,318,23,3,93.78
922,318,15,5,278.08
923,318,13,4,415.53
924,318,26,5,178.08
925,319,17,2,418.12
926,320,33,1,195.67
927,320,36,1,333.38
928,320,33,3,195.67
929,320,22,1,488.22
930,321,17,5,418.12
931,321,37,3,335.11
932,321,45,4,410.12
933,321,25,5,430.0
934,321,31,2,23.94
935,322,50,4,446.87
936,322,44,4,260.15
937,322,38,1,279.43
938,323,8,3,466.22
939,323,5,4,466.96
940,323,41,2,109.04
941,323,44,2,260.15
942,324,27,3,331.72
943,324,34,5,26.97
944,324,1,3,200.91
945,325,19,1,450.0
946,325,26,3,178.08
947,326,36,2,333.38
948,327,21,3,487.05
949,327,14,5,386.7
950,327,18,2,217.74
951,327,48,2,230.43
952,328,48,2,230.43
953,328,16,2,60.38
954,328,17,2,418.12
955,328,15,2,278.08
956,329,40,3,206.01
957,329,10,1,139.81
958,330,6,4,146.07
959,331,1,5,200.91
960,331,3,4,312.47
961,331,24,5,137.07
962,331,21,4,487.05
963,331,37,3,335.11
964,332,12,5,129.31
965,332,18,4,217.74
966,332,15,5,278.08
967,332,9,1,62.14
968,333,28,4,432.85
969,333,35,1,185.29
970,333,33,3,195.67
971,333,26,2,178.08
972,333,30,1,62.09
973,334,30,3,62.09
974,334,45,1,410.12
975,334,1,2,200.91
976,334,25,5,430.0
977,334,7,3,307.78
978,335,40,3,206.01
979,335,12,5,129.31
980,335,17,2,418.12
981,336,31,5,23.94
982,336,22,3,488.22
983,336,12,4,129.31
984,337,14,4,386.7
985,337,45,3,410.12
986,337,24,4,137.07
987,337,18,4,217.74
988,338,37,2,335.11
989,338,37,2,335.11
990,339,47,3,126.2
991,340,36,4,333.38
992,340,25,2,430.0
993,341,48,2,230.43
994,341,31,1,23.94
995,342,27,4,331.72
996,342,9,5,62.14
997,343,47,3,126.2
998,343,32,3,365.63
999,343,17,5,418.12
1000,343,37,1,335.11
1001,343,26,1,178.08
1002,344,4,2,271.13
1003,344,17,4,418.12
1004,345,29,3,341.36
1005,346,24,3,137.07
1006,346,36,5,333.38
1007,346,17,3,418.12
1008,347,27,1,331.72
1009,348,44,5,260.15
1010,348,13,5,415.53
1011,348,37,5,335.11
1012,349,50,3,446.87
1013,349,23,3,93.78
1014,350,32,4,365.63
1015,350,6,4,146.07
1016,350,40,3,206.01
1017,350,30,2,62.09
1018,350,11,3,105.78
1019,351,41,5,109.04
1020,351,37,4,335.11
1021,351,5,1,466.96
1022,351,11,3,105.78
1023,352,21,3,487.05
1024,352,42,3,235.17
1025,353,39,4,340.27
1026,353,18,4,217.74
1027,353,50,3,446.87
1028,354,34,4,26.97
1029,354,27,2,331.72
1030,354,12,1,129.31
1031,354,9,2,62.14
1032,354,43,3,397.9
1033,355,14,2,386.7
1034,356,7,1,307.78
1035,356,5,4,466.96
1036,356,36,1,333.38
1037,356,2,4,464.86
1038,357,49,1,249.72
1039,357,7,3,307.78
1040,357,40,2,206.01
1041,357,6,4,146.07
1042,357,20,2,342.62
1043,358,48,3,230.43
1044,358,29,2,341.36
1045,359,34,2,26.97
1046,359,2,1,464.86
1047,360,21,4,487.05
1048,360,30,5,62.09
1049,360,18,5,217.74
1050,361,9,5,62.14
1051,361,12,5,129.31
1052,361,39,4,340.27
1053,361,41,5,109.04
1054,362,34,5,26.97
1055,362,20,3,342.62
1056,362,31,5,23.94
1057,362,15,1,278.08
1058,363,20,3,342.62
1059,363,27,3,331.72
1060,363,10,3,139.81
1061,363,1,1,200.91
1062,364,49,2,249.72
1063,364,23,3,93.78
1064,364,31,5,23.94
1065,364,1,4,200.91
1066,364,49,4,249.72
1067,365,1,4,200.91
1068,365,19,5,450.0
1069,365,15,1,278.08
1070,366,24,2,137.07
1071,366,27,5,331.72
1072,366,28,4,432.85
1073,366,16,2,60.38
1074,366,46,4,404.25
1075,367,15,3,278.08
1076,367,6,4,146.07
1077,367,41,2,109.04
1078,367,34,5,26.97
1079,368,19,5,450.0
1080,368,18,4,217.74
1081,368,13,1,415.53
1082,369,9,3,62.14
1083,369,8,4,466.22
1084,370,29,3,341.36
1085,370,45,5,410.12
1086,370,32,2,365.63
1087,370,21,1,487.05
1088,370,10,1,139.81
1089,371,2,2,464.86
1090,371,7,3,307.78
1091,371,18,2,217.74
1092,371,46,4,404.25
1093,371,47,1,126.2
1094,372,6,2,146.07
1095,372,1,4,200.91
1096,373,22,4,488.22
1097,373,20,4,342.62
1098,374,30,1,62.09
1099,374,22,1,488.22
1100,374,49,2,249.72
1101,375,18,4,217.74
1102,376,35,4,185.29
1103,377,13,3,415.53
1104,377,25,1,430.0
1105,378,50,2,446.87
1106,379,50,4,446.87
1107,379,16,1,60.38
1108,379,13,4,415.53
1109,379,48,1,230.43
1110,380,43,2,397.9
1111,380,31,4,23.94
1112,380,44,3,260.15
1113,380,21,2,487.05
1114,380,41,1,109.04
1115,381,34,1,26.97
1116,381,17,4,418.12
1117,381,41,3,109.04
1118,381,13,3,415.53
1119,381,4,2,271.13
1120,382,16,4,60.38
1121,383,1,2,200.91
1122,383,18,5,217.74
1123,383,8,4,466.22
1124,384,1,1,200.91
1125,384,38,4,279.43
1126,385,10,3,139.81
1127,385,50,1,446.87
1128,385,16,2,60.38
1129,385,32,1,365.63
1130,385,44,5,260.15
1131,386,49,1,249.72
1132,386,4,3,271.13
1133,386,42,2,235.17
1134,387,7,2,307.78
1135,387,32,2,365.63
1136,387,21,5,487.05
1137,387,42,3,235.17
1138,387,29,2,341.36
1139,388,45,4,410.12
1140,389,47,2,126.2
1141,389,17,1,418.12
1142,389,32,4,365.63
1143,390,19,5,450.0
1144,390,45,4,410.12
1145,390,13,5,415.53
1146,390,12,5,129.31
1147,390,23,3,93.78
1148,391,18,5,217.74
1149,391,36,2,333.38
1150,391,5,5,466.96
