event_id,session_id,event_timestamp,event_type,page_url,product_id
197,21,2024-01-12T00:02:30,add_to_cart,/page/20,21.0
198,21,2024-01-12T00:03:00,purchase,/page/13,16.0
199,21,2024-01-12T00:03:30,purchase,/page/1,19.0
200,21,2024-01-12T00:04:00,page_view,/page/19,1.0
201,21,2024-01-12T00:04:30,checkout,/page/10,9.0
202,21,2024-01-12T00:05:00,checkout,/page/2,35.0
203,21,2024-01-12T00:05:30,purchase,/page/2,22.0
204,22,2024-05-06T00:00:00,page_view,/page/3,31.0
205,22,2024-05-06T00:00:30,page_view,/page/14,47.0
206,22,2024-05-06T00:01:00,remove_from_cart,/page/9,21.0
207,22,2024-05-06T00:01:30,remove_from_cart,/page/13,6.0
208,22,2024-05-06T00:02:00,purchase,/page/11,32.0
209,22,2024-05-06T00:02:30,purchase,/page/2,26.0
210,22,2024-05-06T00:03:00,remove_from_cart,/page/15,32.0
211,22,2024-05-06T00:03:30,page_view,/page/12,40.0
212,22,2024-05-06T00:04:00,page_view,/page/1,15.0
213,22,2024-05-06T00:04:30,page_view,/page/1,9.0
214,22,2024-05-06T00:05:00,page_view,/page/11,45.0
215,22,2024-05-06T00:05:30,checkout,/page/8,11.0
216,23,2023-12-05T00:00:00,add_to_cart,/page/12,35.0
217,23,2023-12-05T00:00:30,page_view,/page/2,17.0
218,23,2023-12-05T00:01:00,page_view,/page/4,4.0
219,24,2023-12-10T00:00:00,page_view,/page/9,22.0
220,24,2023-12-10T00:00:30,purchase,/page/13,18.0
221,24,2023-12-10T00:01:00,add_to_cart,/page/5,38.0
222,24,2023-12-10T00:01:30,checkout,/page/4,9.0
223,24,2023-12-10T00:02:00,remove_from_cart,/page/5,49.0
224,24,2023-12-10T00:02:30,purchase,/page/14,41.0
225,25,2023-04-13T00:00:00,page_view,/page/17,34.0
226,25,2023-04-13T00:00:30,add_to_cart,/page/19,31.0
227,25,2023-04-13T00:01:00,checkout,/page/9,21.0
228,25,2023-04-13T00:01:30,checkout,/page/8,6.0
229,25,2023-04-13T00:02:00,remove_from_cart,/page/10,46.0
230,25,2023-04-13T00:02:30,page_view,/page/12,36.0
231,25,2023-04-13T00:03:00,add_to_cart,/page/7,45.0
232,25,2023-04-13T00:03:30,page_view,/page/3,32.0
233,25,2023-04-13T00:04:00,page_view,/page/7,1.0
234,26,2023-05-25T00:00:00,add_to_cart,/page/15,25.0
235,26,2023-05-25T00:00:30,add_to_cart,/page/16,7.0
236,26,2023-05-25T00:01:00,remove_from_cart,/page/7,38.0
237,26,2023-05-25T00:01:30,purchase,/page/17,21.0
238,26,2023-05-25T00:02:00,remove_from_cart,/page/15,42.0
239,26,2023-05-25T00:02:30,add_to_cart,/page/17,7.0
240,26,2023-05-25T00:03:00,add_to_cart,/page/8,24.0
241,26,2023-05-25T00:03:30,checkout,/page/15,40.0
242,26,2023-05-25T00:04:00,purchase,/page/7,50.0
243,26,2023-05-25T00:04:30,checkout,/page/7,5.0
244,26,2023-05-25T00:05:00,remove_from_cart,/page/14,11.0
245,26,2023-05-25T00:05:30,remove_from_cart,/page/19,42.0
246,27,2024-04-20T00:00:00,add_to_cart,/page/15,7.0
247,27,2024-04-20T00:00:30,page_view,/page/8,2.0
248,27,2024-04-20T00:01:00,checkout,/page/6,18.0
249,28,2023-07-22T00:00:00,checkout,/page/17,29.0
250,28,2023-07-22T00:00:30,remove_from_cart,/page/9,8.0
251,29,2024-07-25T00:00:00,page_view,/page/12,28.0
252,29,2024-07-25T00:00:30,add_to_cart,/page/5,26.0
253,29,2024-07-25T00:01:00,purchase,/page/14,33.0
254,29,2024-07-25T00:01:30,remove_from_cart,/page/2,29.0
255,29,2024-07-25T00:02:00,remove_from_cart,/page/12,7.0
256,29,2024-07-25T00:02:30,page_view,/page/13,47.0
257,29,2024-07-25T00:03:00,checkout,/page/7,19.0
258,29,2024-07-25T00:03:30,add_to_cart,/page/13,12.0
259,29,2024-07-25T00:04:00,purchase,/page/9,34.0
260,29,2024-07-25T00:04:30,purchase,/page/16,34.0
261,30,2024-10-15T00:00:00,page_view,/page/2,42.0
262,30,2024-10-15T00:00:30,add_to_cart,/page/4,15.0
263,30,2024-10-15T00:01:00,page_view,/page/2,3.0
264,30,2024-10-15T00:01:30,purchase,/page/9,16.0
265,30,2024-10-15T00:02:00,page_view,/page/18,7.0
266,30,2024-10-15T00:02:30,remove_from_cart,/page/8,40.0
267,30,2024-10-15T00:03:00,checkout,/page/13,26.0
268,30,2024-10-15T00:03:30,page_view,/page/8,47.0
269,31,2023-06-01T00:00:00,remove_from_cart,/page/16,14.0
270,31,2023-06-01T00:00:30,add_to_cart,/page/7,23.0
271,31,2023-06-01T00:01:00,remove_from_cart,/page/20,19.0
272,31,2023-06-01T00:01:30,page_view,/page/4,12.0
273,31,2023-06-01T00:02:00,purchase,/page/20,31.0
274,31,2023-06-01T00:02:30,remove_from_cart,/page/8,11.0
275,31,2023-06-01T00:03:00,remove_from_cart,/page/3,11.0
276,31,2023-06-01T00:03:30,add_to_cart,/page/11,30.0
277,31,2023-06-01T00:04:00,add_to_cart,/page/1,43.0
278,31,2023-06-01T00:04:30,checkout,/page/14,22.0
279,31,2023-06-01T00:05:00,page_view,/page/6,17.0
280,31,2023-06-01T00:05:30,page_view,/page/6,44.0
281,31,2023-06-01T00:06:00,page_view,/page/20,23.0
282,31,2023-06-01T00:06:30,checkout,/page/19,1.0
283,31,2023-06-01T00:07:00,checkout,/page/8,31.0
284,32,2024-01-15T00:00:00,page_view,/page/1,37.0
285,32,2024-01-15T00:00:30,remove_from_cart,/page/8,34.0
286,32,2024-01-15T00:01:00,purchase,/page/6,49.0
287,33,2023-10-28T00:00:00,page_view,/page/4,20.0
288,33,2023-10-28T00:00:30,remove_from_cart,/page/15,32.0
289,33,2023-10-28T00:01:00,remove_from_cart,/page/18,17.0
290,33,2023-10-28T00:01:30,checkout,/page/9,24.0
291,34,2023-06-18T00:00:00,page_view,/page/12,20.0
292,34,2023-06-18T00:00:30,remove_from_cart,/page/17,50.0
293,34,2023-06-18T00:01:00,purchase,/page/16,8.0
294,34,2023-06-18T00:01:30,remove_from_cart,/page/17,47.0
295,34,2023-06-18T00:02:00,page_view,/page/5,27.0
296,34,2023-06-18T00:02:30,add_to_cart,/page/5,23.0
297,34,2023-06-18T00:03:00,checkout,/page/1,16.0
298,34,2023-06-18T00:03:30,purchase,/page/14,24.0
299,34,2023-06-18T00:04:00,add_to_cart,/page/3,13.0
300,35,2024-04-22T00:00:00,page_view,/page/9,41.0
301,35,2024-04-22T00:00:30,purchase,/page/15,34.0
302,35,2024-04-22T00:01:00,add_to_cart,/page/9,44.0
303,35,2024-04-22T00:01:30,remove_from_cart,/page/11,26.0
304,35,2024-04-22T00:02:00,purchase,/page/14,18.0
305,35,2024-04-22T00:02:30,remove_from_cart,/page/7,3.0
306,35,2024-04-22T00:03:00,purchase,/page/17,45.0
307,35,2024-04-22T00:03:30,remove_from_cart,/page/20,8.0
308,36,2024-08-28T00:00:00,checkout,/page/19,
309,36,2024-08-28T00:00:30,remove_from_cart,/page/10,8.0
310,36,2024-08-28T00:01:00,page_view,/page/16,44.0
311,36,2024-08-28T00:01:30,add_to_cart,/page/15,44.0
312,36,2024-08-28T00:02:00,add_to_cart,/page/17,19.0
313,36,2024-08-28T00:02:30,purchase,/page/18,43.0
314,36,2024-08-28T00:03:00,add_to_cart,/page/10,32.0
315,36,2024-08-28T00:03:30,remove_from_cart,/page/3,
316,37,2024-09-09T00:00:00,page_view,/page/15,3.0
317,37,2024-09-09T00:00:30,add_to_cart,/page/10,38.0
318,37,2024-09-09T00:01:00,page_view,/page/2,32.0
319,37,2024-09-09T00:01:30,remove_from_cart,/page/1,28.0
320,37,2024-09-09T00:02:00,remove_from_cart,/page/1,4.0
321,37,2024-09-09T00:02:30,remove_from_cart,/page/5,23.0
322,38,2023-07-27T00:00:00,purchase,/page/18,10.0
323,38,2023-07-27T00:00:30,page_view,/page/9,10.0
324,38,2023-07-27T00:01:00,add_to_cart,/page/14,38.0
325,38,2023-07-27T00:01:30,page_view,/page/10,15.0
326,38,2023-07-27T00:02:00,page_view,/page/16,23.0
327,38,2023-07-27T00:02:30,add_to_cart,/page/13,28.0
328,39,2023-03-22T00:00:00,page_view,/page/9,20.0
329,39,2023-03-22T00:00:30,purchase,/page/10,12.0
330,39,2023-03-22T00:01:00,purchase,/page/14,44.0
331,39,2023-03-22T00:01:30,remove_from_cart,/page/19,9.0
332,39,2023-03-22T00:02:00,add_to_cart,/page/9,9.0
333,39,2023-03-22T00:02:30,checkout,/page/18,13.0
334,39,2023-03-22T00:03:00,remove_from_cart,/page/10,6.0
335,39,2023-03-22T00:03:30,remove_from_cart,/page/19,41.0
336,40,2023-04-25T00:00:00,purchase,/page/6,25.0
337,40,2023-04-25T00:00:30,checkout,/page/4,9.0
338,40,2023-04-25T00:01:00,purchase,/page/15,45.0
339,40,2023-04-25T00:01:30,remove_from_cart,/page/17,44.0
340,40,2023-04-25T00:02:00,remove_from_cart,/page/15,23.0
341,40,2023-04-25T00:02:30,checkout,/page/15,27.0
342,40,2023-04-25T00:03:00,checkout,/page/15,2.0
343,40,2023-04-25T00:03:30,purchase,/page/1,50.0
344,40,2023-04-25T00:04:00,checkout,/page/3,49.0
345,41,2024-09-16T00:00:00,purchase,/page/10,
346,41,2024-09-16T00:00:30,add_to_cart,/page/19,33.0
347,41,2024-09-16T00:01:00,remove_from_cart,/page/5,40.0
348,41,2024-09-16T00:01:30,purchase,/page/19,19.0
349,42,2023-07-03T00:00:00,checkout,/page/5,26.0
350,42,2023-07-03T00:00:30,page_view,/page/15,
351,43,2023-03-09T00:00:00,purchase,/page/15,4.0
352,43,2023-03-09T00:00:30,page_view,/page/2,18.0
353,43,2023-03-09T00:01:00,page_view,/page/11,39.0
354,43,2023-03-09T00:01:30,page_view,/page/10,37.0
355,43,2023-03-09T00:02:00,checkout,/page/11,4.0
356,43,2023-03-09T00:02:30,page_view,/page/19,44.0
357,43,2023-03-09T00:03:00,purchase,/page/2,45.0
358,43,2023-03-09T00:03:30,add_to_cart,/page/17,10.0
359,43,2023-03-09T00:04:00,purchase,/page/16,9.0
360,43,2023-03-09T00:04:30,add_to_cart,/page/5,20.0
361,43,2023-03-09T00:05:00,remove_from_cart,/page/1,
362,43,2023-03-09T00:05:30,checkout,/page/20,45.0
363,43,2023-03-09T00:06:00,add_to_cart,/page/4,5.0
364,43,2023-03-09T00:06:30,page_view,/page/5,39.0
365,44,2023-06-01T00:00:00,purchase,/page/4,16.0
366,44,2023-06-01T00:00:30,add_to_cart,/page/4,31.0
367,44,2023-06-01T00:01:00,page_view,/page/17,29.0
368,45,2023-08-12T00:00:00,page_view,/page/4,20.0
369,45,2023-08-12T00:00:30,checkout,/page/16,12.0
370,45,2023-08-12T00:01:00,add_to_cart,/page/18,17.0
371,45,2023-08-12T00:01:30,purchase,/page/15,43.0
372,45,2023-08-12T00:02:00,purchase,/page/4,28.0
373,45,2023-08-12T00:02:30,add_to_cart,/page/1,12.0
374,45,2023-08-12T00:03:00,add_to_cart,/page/8,11.0
375,45,2023-08-12T00:03:30,purchase,/page/18,13.0
376,46,2024-12-19T00:00:00,checkout,/page/10,19.0
377,46,2024-12-19T00:00:30,page_view,/page/19,32.0
378,46,2024-12-19T00:01:00,remove_from_cart,/page/9,26.0
379,46,2024-12-19T00:01:30,checkout,/page/4,30.0
380,46,2024-12-19T00:02:00,checkout,/page/14,10.0
381,46,2024-12-19T00:02:30,page_view,/page/10,30.0
382,46,2024-12-19T00:03:00,page_view,/page/19,25.0
383,46,2024-12-19T00:03:30,page_view,/page/19,20.0
384,46,2024-12-19T00:04:00,page_view,/page/20,29.0
385,47,2024-07-16T00:00:00,remove_from_cart,/page/5,30.0
386,47,2024-07-16T00:00:30,checkout,/page/9,1.0
387,48,2024-05-06T00:00:00,remove_from_cart,/page/17,33.0
388,48,2024-05-06T00:00:30,add_to_cart,/page/12,46.0
389,48,2024-05-06T00:01:00,purchase,/page/13,33.0
390,48,2024-05-06T00:01:30,page_view,/page/6,42.0
391,49,2023-11-23T00:00:00,remove_from_cart,/page/19,22.0
392,49,2023-11-23T00:00:30,checkout,/page/5,18.0
393,49,2023-11-23T00:01:00,remove_from_cart,/page/13,5.0
394,49,2023-11-23T00:01:30,checkout,/page/13,31.0
395,50,2024-11-06T00:00:00,add_to_cart,/page/19,46.0
396,50,2024-11-06T00:00:30,purchase,/page/17,17.0
397,50,2024-11-06T00:01:00,add_to_cart,/page/11,38.0
398,50,2024-11-06T00:01:30,purchase,/page/12,38.0
399,50,2024-11-06T00:02:00,purchase,/page/13,5.0
400,50,2024-11-06T00:02:30,page_view,/page/1,47.0
401,50,2024-11-06T00:03:00,add_to_cart,/page/8,7.0
402,50,2024-11-06T00:03:30,page_view,/page/16,44.0
403,50,2024-11-06T00:04:00,checkout,/page/11,49.0
404,50,2024-11-06T00:04:30,add_to_cart,/page/8,7.0
405,50,2024-11-06T00:05:00,add_to_cart,/page/13,49.0
406,51,2023-03-29T00:00:00,page_view,/page/2,40.0
407,51,2023-03-29T00:00:30,remove_from_cart,/page/4,3.0
408,51,2023-03-29T00:01:00,page_view,/page/15,49.0
409,51,2023-03-29T00:01:30,remove_from_cart,/page/20,41.0
410,51,2023-03-29T00:02:00,page_view,/page/6,21.0
411,51,2023-03-29T00:02:30,page_view,/page/15,25.0
412,51,2023-03-29T00:03:00,add_to_cart,/page/19,36.0
413,51,2023-03-29T00:03:30,add_to_cart,/page/7,17.0
414,52,2024-05-28T00:00:00,checkout,/page/10,15.0
415,52,2024-05-28T00:00:30,add_to_cart,/page/6,28.0
416,52,2024-05-28T00:01:00,purchase,/page/7,6.0
417,52,2024-05-28T00:01:30,purchase,/page/1,41.0
418,52,2024-05-28T00:02:00,page_view,/page/7,3.0
419,52,2024-05-28T00:02:30,add_to_cart,/page/1,24.0
420,52,2024-05-28T00:03:00,checkout,/page/19,35.0
421,52,2024-05-28T00:03:30,page_view,/page/11,12.0
422,52,2024-05-28T00:04:00,purchase,/page/16,13.0
423,53,2024-04-14T00:00:00,add_to_cart,/page/19,31.0
424,53,2024-04-14T00:00:30,purchase,/page/12,23.0
425,53,2024-04-14T00:01:00,purchase,/page/18,9.0
426,53,2024-04-14T00:01:30,page_view,/page/15,28.0
427,53,2024-04-14T00:02:00,checkout,/page/3,37.0
428,53,2024-04-14T00:02:30,page_view,/page/5,
429,53,2024-04-14T00:03:00,purchase,/page/10,7.0
430,53,2024-04-14T00:03:30,page_view,/page/16,15.0
431,53,2024-04-14T00:04:00,page_view,/page/20,35.0
432,53,2024-04-14T00:04:30,remove_from_cart,/page/1,15.0
433,53,2024-04-14T00:05:00,remove_from_cart,/page/9,25.0
434,53,2024-04-14T00:05:30,remove_from_cart,/page/3,11.0
435,53,2024-04-14T00:06:00,remove_from_cart,/page/3,35.0
436,53,2024-04-14T00:06:30,purchase,/page/8,34.0
437,53,2024-04-14T00:07:00,purchase,/page/17,20.0
438,54,2024-10-10T00:00:00,purchase,/page/2,35.0
439,54,2024-10-10T00:00:30,page_view,/page/19,31.0
440,54,2024-10-10T00:01:00,remove_from_cart,/page/1,3.0
441,54,2024-10-10T00:01:30,remove_from_cart,/page/14,17.0
442,54,2024-10-10T00:02:00,add_to_cart,/page/11,49.0
443,54,2024-10-10T00:02:30,page_view,/page/5,14.0
444,54,2024-10-10T00:03:00,purchase,/page/11,49.0
445,54,2024-10-10T00:03:30,page_view,/page/8,32.0
446,55,2024-08-10T00:00:00,purchase,/page/20,45.0
